preflight	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/preflight.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
prepare_source_archive	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/prepare_source_archive.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
prime_remote_access	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/prime_remote_access.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
cleanup_hosts	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/cleanup_hosts.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
bootstrap_hosts	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/bootstrap_hosts.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
collect_pubkeys	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/collect_pubkeys.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
membership_setup	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/membership_setup.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
distribute_membership_state	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/distribute_membership_state.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
issue_and_distribute_assignments	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/issue_and_distribute_assignments.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
enforce_baseline_runtime	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/enforce_baseline_runtime.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
validate_baseline_runtime	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/validate_baseline_runtime.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
live_exit_handoff	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/live_exit_handoff.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
live_two_hop	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/live_two_hop.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
live_lan_toggle	hard	skipped	0	/Users/iwanteague/Desktop/Rustynet/artifacts/live_lab/20260308T012129Z/logs/live_lan_toggle.log	dry-run: not executed	2026-03-08T01:21:29Z	2026-03-08T01:21:29Z
